ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _last_editor_used_jetpack,Meta: _product_addons_exclude_global
,variable,5000-000000-Sveterans-shirt-i-am-a-grumpy-veteran-i-dont-care-t-shirt,I Am A Grumpy Veteran I Don't Care T-Shirt,-1,0,visible,,"<ul>
<li>Preshrunk jersey knit</li>
<li>Seamless double-needle 7/8"" collar</li>
<li>Taped neck and shoulders</li>
<li>Tear away label</li>
<li>Double-needle sleeve and bottom hems</li>
<li>Quarter-turned to eliminate center crease</li>
<li>Fiber content varies by color, see color list for exceptions</li>
<li><span>Printed in the USA</span></li>
</ul>
<p><strong>Special Features</strong></p>
<div>
<div>
<ul>
<li>
<em>Family Sizing </em>- This Gildan style is offered in Adult, Ladies and Youth sizings </li>
</ul>
</div>
<div>
<ul>
<li>
<em>HiVis</em> - This Gildan style includes specific colors that are high visibility certified for use as background colors. See color specific information for details.</li>
</ul>
</div>
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-FA722B-M,Orange / M,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_0aa491ea-2a2e-4c41-9b5c-2b91bb1efb75.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Orange,1,0,Size,M,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-FA722B-L,Orange / L,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_0aa491ea-2a2e-4c41-9b5c-2b91bb1efb75.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Orange,1,0,Size,L,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-FA722B-XL,Orange / XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_0aa491ea-2a2e-4c41-9b5c-2b91bb1efb75.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Orange,1,0,Size,XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-FA722B-2XL,Orange / 2XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_0aa491ea-2a2e-4c41-9b5c-2b91bb1efb75.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Orange,1,0,Size,2XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-FA722B-3XL,Orange / 3XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,27.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_0aa491ea-2a2e-4c41-9b5c-2b91bb1efb75.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Orange,1,0,Size,3XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-FA722B-4XL,Orange / 4XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,28.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_0aa491ea-2a2e-4c41-9b5c-2b91bb1efb75.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Orange,1,0,Size,4XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-FA722B-5XL,Orange / 5XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,29.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_0aa491ea-2a2e-4c41-9b5c-2b91bb1efb75.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Orange,1,0,Size,5XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-EDB522-S,Gold / S,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_87c2b4bf-1bd3-4a95-9b37-ca59f827c657.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Gold,1,0,Size,S,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-EDB522-M,Gold / M,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_87c2b4bf-1bd3-4a95-9b37-ca59f827c657.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Gold,1,0,Size,M,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-EDB522-L,Gold / L,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_87c2b4bf-1bd3-4a95-9b37-ca59f827c657.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Gold,1,0,Size,L,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-EDB522-XL,Gold / XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_87c2b4bf-1bd3-4a95-9b37-ca59f827c657.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Gold,1,0,Size,XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-EDB522-2XL,Gold / 2XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_87c2b4bf-1bd3-4a95-9b37-ca59f827c657.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Gold,1,0,Size,2XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-EDB522-3XL,Gold / 3XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,27.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_87c2b4bf-1bd3-4a95-9b37-ca59f827c657.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Gold,1,0,Size,3XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-EDB522-4XL,Gold / 4XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,28.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_87c2b4bf-1bd3-4a95-9b37-ca59f827c657.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Gold,1,0,Size,4XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-EDB522-5XL,Gold / 5XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,29.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_87c2b4bf-1bd3-4a95-9b37-ca59f827c657.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Gold,1,0,Size,5XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-8248A1-S,Purple / S,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_ad493971-eb2e-48e6-9e60-c4738b5f28a8.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Purple,1,0,Size,S,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-8248A1-M,Purple / M,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_ad493971-eb2e-48e6-9e60-c4738b5f28a8.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Purple,1,0,Size,M,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-8248A1-L,Purple / L,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_ad493971-eb2e-48e6-9e60-c4738b5f28a8.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Purple,1,0,Size,L,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-8248A1-XL,Purple / XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_ad493971-eb2e-48e6-9e60-c4738b5f28a8.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Purple,1,0,Size,XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-8248A1-2XL,Purple / 2XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_ad493971-eb2e-48e6-9e60-c4738b5f28a8.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Purple,1,0,Size,2XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-8248A1-3XL,Purple / 3XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,27.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_ad493971-eb2e-48e6-9e60-c4738b5f28a8.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Purple,1,0,Size,3XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-8248A1-4XL,Purple / 4XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,28.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_ad493971-eb2e-48e6-9e60-c4738b5f28a8.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Purple,1,0,Size,4XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-8248A1-5XL,Purple / 5XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,29.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_ad493971-eb2e-48e6-9e60-c4738b5f28a8.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Purple,1,0,Size,5XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-24529D-S,Royal Blue / S,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_90ab28e7-d164-4cdc-93ca-a5a2ca8cc9e1.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Royal Blue,1,0,Size,S,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-24529D-M,Royal Blue / M,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_90ab28e7-d164-4cdc-93ca-a5a2ca8cc9e1.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Royal Blue,1,0,Size,M,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-24529D-L,Royal Blue / L,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_90ab28e7-d164-4cdc-93ca-a5a2ca8cc9e1.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Royal Blue,1,0,Size,L,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-24529D-XL,Royal Blue / XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_90ab28e7-d164-4cdc-93ca-a5a2ca8cc9e1.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Royal Blue,1,0,Size,XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-24529D-2XL,Royal Blue / 2XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_90ab28e7-d164-4cdc-93ca-a5a2ca8cc9e1.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Royal Blue,1,0,Size,2XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-24529D-3XL,Royal Blue / 3XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,27.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_90ab28e7-d164-4cdc-93ca-a5a2ca8cc9e1.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Royal Blue,1,0,Size,3XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-24529D-4XL,Royal Blue / 4XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,28.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_90ab28e7-d164-4cdc-93ca-a5a2ca8cc9e1.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Royal Blue,1,0,Size,4XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-24529D-5XL,Royal Blue / 5XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,29.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_90ab28e7-d164-4cdc-93ca-a5a2ca8cc9e1.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Royal Blue,1,0,Size,5XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-42120A-3XL,Dark Chocolate / 4XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,28.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_e2679809-3065-4330-9582-7c59cae4e108.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Dark Chocolate,1,0,Size,4XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-42120A-3XL,Dark Chocolate / 5XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,29.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_e2679809-3065-4330-9582-7c59cae4e108.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Dark Chocolate,1,0,Size,5XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-14370D-3XL,Forest Green / 4XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,28.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_b6c524d8-4dde-4cda-9712-ed3cd98da95e.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Forest Green,1,0,Size,4XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-14370D-3XL,Forest Green / 5XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,29.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_b6c524d8-4dde-4cda-9712-ed3cd98da95e.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Forest Green,1,0,Size,5XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-69D621-4XL,Lime / 5XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,29.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_d1dae1c4-a930-4009-a4d5-9debc656a488.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Lime,1,0,Size,5XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-00C6D2-3XL,Tropical Blue / 3XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,27.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_aa694202-d571-4a8e-95ef-bc6c2c3a2f2b.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Tropical Blue,1,0,Size,3XL,1,0,classic-editor,
,variation,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-CD1D25-3XL,Red / 3XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,27.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_2dba2e09-a959-42a5-adc6-2199cb35e252.jpg?v=1602909202,,,A22C97AE-0328-442C-BB24-F9106A81FBD6-5000-000000-Sbuilt-in-the-fifties-original-and-unrestored-t-shirt-1,,,,,,0,Color,Red,1,0,Size,3XL,1,0,classic-editor,
,variable,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,Hey Snowflake You Are Not Special T-Shirt,-1,0,visible,,"<ul>
<li>Preshrunk jersey knit</li>
<li>Seamless double-needle 7/8"" collar</li>
<li>Taped neck and shoulders</li>
<li>Tear away label</li>
<li>Double-needle sleeve and bottom hems</li>
<li>Quarter-turned to eliminate center crease</li>
<li>Fiber content varies by color, see color list for exceptions</li>
<li><span>Printed in the USA</span></li>
</ul>
<p><strong>Special Features</strong></p>
<div>
<div>
<ul>
<li>
<em>Family Sizing </em>- This Gildan style is offered in Adult, Ladies and Youth sizings </li>
</ul>
</div>
<div>
<ul>
<li>
<em>HiVis</em> - This Gildan style includes specific colors that are high visibility certified for use as background colors. See color specific information for details.</li>
</ul>
</div>
</div>",,,,,1,999,2,0,0,,,,,1,,22.95,,,"Gift For Veteran,Graphic Tee shirt,group-atm04,Military T-shirts,oversized tee shirt,T-Shirts For Sale,Tee for men,Tee for Women,unisex t-shirt,us veteran,us veterans,Veteran T-shirt,Veterans Shirt,Veterans Shirts,",,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/25_99ae5c9d-7d92-4fd9-8565-4116a7c9f888.png?v=1601021475,,,,,,,,,0,Color,"Black,Dark Chocolate,Navy,Forest Green,Red,Lime,Tropical Blue,Orange,Gold,Purple,Royal Blue,",1,0,Size,"S,M,L,XL,2XL,3XL,4XL,5XL,",1,0,classic-editor,
,variation,5000-000000-M,Black / M,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,22.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/25_99ae5c9d-7d92-4fd9-8565-4116a7c9f888.png?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Black,1,0,Size,M,1,0,classic-editor,
,variation,5000-000000-L,Black / L,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,22.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/25_99ae5c9d-7d92-4fd9-8565-4116a7c9f888.png?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Black,1,0,Size,L,1,0,classic-editor,
,variation,5000-000000-XL,Black / XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,22.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/25_99ae5c9d-7d92-4fd9-8565-4116a7c9f888.png?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Black,1,0,Size,XL,1,0,classic-editor,
,variation,5000-000000-2XL,Black / 2XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/25_99ae5c9d-7d92-4fd9-8565-4116a7c9f888.png?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Black,1,0,Size,2XL,1,0,classic-editor,
,variation,5000-000000-3XL,Black / 3XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,25.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/25_99ae5c9d-7d92-4fd9-8565-4116a7c9f888.png?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Black,1,0,Size,3XL,1,0,classic-editor,
,variation,5000-000000-4XL,Black / 4XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,26.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/25_99ae5c9d-7d92-4fd9-8565-4116a7c9f888.png?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Black,1,0,Size,4XL,1,0,classic-editor,
,variation,5000-000000-5XL,Black / 5XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,27.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/25_99ae5c9d-7d92-4fd9-8565-4116a7c9f888.png?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Black,1,0,Size,5XL,1,0,classic-editor,
,variation,5000-42120A-S,Dark Chocolate / S,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,22.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_be91a579-178a-4dda-8794-213d8c7a5e48.jpg?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Dark Chocolate,1,0,Size,S,1,0,classic-editor,
,variation,5000-42120A-M,Dark Chocolate / M,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,22.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_be91a579-178a-4dda-8794-213d8c7a5e48.jpg?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Dark Chocolate,1,0,Size,M,1,0,classic-editor,
,variation,5000-42120A-L,Dark Chocolate / L,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,22.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_be91a579-178a-4dda-8794-213d8c7a5e48.jpg?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Dark Chocolate,1,0,Size,L,1,0,classic-editor,
,variation,5000-42120A-XL,Dark Chocolate / XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,22.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_be91a579-178a-4dda-8794-213d8c7a5e48.jpg?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Dark Chocolate,1,0,Size,XL,1,0,classic-editor,
,variation,5000-42120A-2XL,Dark Chocolate / 2XL,1,0,visible,,,,,,,1,999,2,0,0,,,,,0,,24.95,,,,,https://cdn.shopify.com/s/files/1/0050/1429/0521/products/regular_be91a579-178a-4dda-8794-213d8c7a5e48.jpg?v=1601021475,,,5000-000000-Sveterans-shirt-hey-snowflake-you-are-not-special-t-shirt,,,,,,0,Color,Dark Chocolate,1,0,Size,2XL,1,0,classic-editor,
